ID,파일명,대주제,불공정 약관 원문,시정 요청 사유,근거 조항(약관법),수정 후 약관 조항
v-831,AI_Generated_Data,의사표시의 의제,"고객이 상품의 하자를 통보할 경우, 반드시 공증된 서류를 제출해야만 하자 통보의 효력이 발생한다.",하자 통보라는 의사표시에 상당한 이유 없이 공증이라는 엄격하고 비용이 발생하는 요건을 강제함.,약관법 제12조 제2호,"고객은 하자 내용을 포함하여 회사에 전화, 서면 등 합리적인 방법으로 통보할 수 있다."
v-832,AI_Generated_Data,의사표시의 의제,회사의 변경된 약관에 대한 동의는 고객이 회사 본사를 직접 방문하여 서명할 때만 유효하다.,고객의 의사표시(동의) 방식을 상당한 이유 없이 방문 서명으로만 제한하여 권리 행사를 어렵게 함.,약관법 제12조 제2호,"고객은 온라인, 전자서명, 서면 등 다양한 방법으로 약관 변경에 대한 동의 의사표시를 할 수 있다."
v-833,AI_Generated_Data,의사표시의 의제,"고객은 청약 철회 시 반드시 회사가 지정한 별도 양식을 사용해야 하며, 다른 방식으로 작성된 통보는 인정되지 않는다.",고객의 의사표시(청약 철회)에 상당한 이유 없이 특정 양식 사용이라는 엄격한 요건을 강제함.,약관법 제12조 제2호,"고객은 청약 철회의 내용을 명확히 알 수 있는 방식으로 의사표시를 할 수 있으며, 회사는 특정 양식 사용을 강제할 수 없다."
v-834,AI_Generated_Data,의사표시의 의제,"계약 갱신 거절 의사는 만료일 정오(12시) 정각에 도달한 통보만 유효하며, 1분이라도 늦으면 무효이다.",고객의 의사표시(갱신 거절) 도달 시점을 상당한 이유 없이 엄격하게 제한하여 고객에게 불이익을 줌.,약관법 제12조 제2호,고객의 의사표시는 만료일의 영업 시간 종료 전까지 회사에 도달하면 유효하다.
v-835,AI_Generated_Data,의사표시의 의제,고객은 대출 만기 연장 요청 시 반드시 회사 대표이사에게 발송된 공식 서면으로 의사표시를 해야 한다.,고객의 의사표시(만기 연장 요청)에 상당한 이유 없이 엄격한 형식(공식 서면)을 강제함.,약관법 제12조 제2호,"고객은 담당 부서에 전화, 전자우편 또는 서면 등 합리적인 방법으로 만기 연장 요청 의사를 통보할 수 있다."
v-836,AI_Generated_Data,의사표시의 의제,"고객이 자신의 권리를 포기할 경우, 그 의사표시는 반드시 공증된 문서로 제출되어야 효력을 발생한다.",고객의 의사표시(권리 포기)에 상당한 이유 없이 공증이라는 엄격한 요건을 강제하여 권리 포기를 어렵게 함.,약관법 제12조 제2호,고객의 권리 포기는 명시적인 서면 의사표시로 효력을 발생한다.
v-837,AI_Generated_Data,의사표시의 의제,"회사의 청구 금액에 이의가 있을 경우, 고객은 반드시 등기우편으로만 이의를 제기해야 하며, 팩스는 무효이다.",고객의 의사표시(이의 제기) 방식에 상당한 이유 없이 등기우편이라는 엄격한 방식을 강제함.,약관법 제12조 제2호,"고객은 전화, 전자우편, 서면 등 다양한 방법으로 청구 금액에 대한 이의를 제기할 수 있다."
v-838,AI_Generated_Data,의사표시의 의제,"고객이 서비스 이용 중단을 요청할 경우, 신청서에 반드시 인감을 날인해야 하며, 서명은 인정되지 않는다.",고객의 의사표시(이용 중단)에 상당한 이유 없이 인감 날인이라는 엄격한 요건을 강제함.,약관법 제12조 제2호,고객은 신청서에 서명 또는 인감 날인을 선택하여 의사표시를 할 수 있다.
v-839,AI_Generated_Data,의사표시의 의제,"고객이 계약상의 권리 및 의무를 양도하려면, 회사 임원의 서면 동의를 받는다.",고객의 의사표시(양도)에 대해 상당한 이유 없이 회사 임원의 동의라는 부당하게 엄격한 요건을 강제함.,약관법 제12조 제2호,고객은 회사의 합리적인 동의를 받아 계약상의 권리 및 의무를 양도할 수 있다.
v-840,AI_Generated_Data,의사표시의 의제,"고객이 제품 수리를 요청할 경우, 하자의 기술적 원인과 전문 용어를 사용하여 서면으로 설명해야 한다.",고객의 의사표시(수리 요청) 내용에 상당한 이유 없이 전문 지식을 요구하는 엄격한 요건을 강제함.,약관법 제12조 제2호,고객은 상품 하자의 내용을 고객이 이해하는 방식으로 설명하여 수리를 요청할 수 있다.
v-841,AI_Generated_Data,의사표시의 의제,"고객이 환불을 요청할 경우, 환불 받을 계좌 명의인의 친필 서명과 자필 확인 문구를 제출해야 한다.",고객의 의사표시(환불 요청)에 상당한 이유 없이 친필 서명이라는 엄격한 요건을 강제함.,약관법 제12조 제2호,고객은 신분 확인이 가능한 방식으로 환불 요청 의사를 통보할 수 있다.
v-842,AI_Generated_Data,의사표시의 의제,고객이 약관 해석에 동의하려면 오직 회사 지정 변호사의 입회 하에 서명해야 한다.,고객의 의사표시(약관 해석 동의)에 상당한 이유 없이 제3자의 입회라는 엄격한 요건을 강제함.,약관법 제12조 제2호,고객은 약관 해석에 대한 동의를 서면 등 명시적인 방법으로 할 수 있다.
v-843,AI_Generated_Data,의사표시의 의제,"고객이 주소 또는 연락처 변경을 통보할 경우, 1년에 1회로 제한하며, 초과 시 통보의 효력이 없다.",고객의 의사표시(정보 변경 통보) 횟수를 상당한 이유 없이 제한하여 고객의 권리 행사를 어렵게 함.,약관법 제12조 제2호,고객은 정보 변경 시 지체 없이 회사에 통보해야 한다.
v-844,AI_Generated_Data,의사표시의 의제,"고객은 손해배상 예정액의 감액을 요청할 경우, 손해 발생일로부터 30일 이내에 서면으로 통보해야 한다.",고객의 의사표시(감액 요청) 기한을 상당한 이유 없이 법정 기한보다 짧게 제한함.,약관법 제12조 제2호,고객은 법률이 정하는 소멸시효 내에 손해배상 예정액의 감액을 요청할 수 있다.
v-845,AI_Generated_Data,의사표시의 의제,"고객이 전자우편으로 통지할 경우, 특정 확장자(.pdf, .hwp 등)를 가진 파일로 첨부해야만 유효하다.",고객의 의사표시 방식(전자우편)에 상당한 이유 없이 특정 파일 확장자 사용이라는 엄격한 요건을 강제함.,약관법 제12조 제2호,고객은 회사가 수신 가능한 일반적인 전자우편 형식으로 의사표시를 할 수 있다.
v-846,AI_Generated_Data,의사표시의 의제,"고객의 대리인이 의사표시를 할 경우, 위임장은 반드시 공증을 받아야 하며, 서명 위임장은 무효이다.",고객의 의사표시(대리인 통보)에 상당한 이유 없이 위임장의 공증이라는 엄격한 요건을 강제함.,약관법 제12조 제2호,고객의 대리인은 법률이 정하는 바에 따라 위임장을 제출하여 의사표시를 할 수 있다.
v-847,AI_Generated_Data,의사표시의 의제,"고객이 회사에 소송을 제기할 경우, 고객의 주민등록상 주소지 관할 법원에서만 제소할 수 있다.",고객의 의사표시(제소) 장소를 상당한 이유 없이 주민등록상 주소지로 엄격하게 제한하여 권리 행사를 어렵게 함.,약관법 제12조 제2호,고객은 민사소송법상의 관할 규정에 따라 소송을 제기할 수 있다.
v-848,AI_Generated_Data,의사표시의 의제,"고객의 모든 의사표시는 회사의 지정된 담당자 개인에게만 발송해야 하며, 부서 발송은 무효이다.",고객의 의사표시(통보) 수신자를 상당한 이유 없이 지정된 개인으로 엄격하게 제한함.,약관법 제12조 제2호,고객은 회사의 지정된 부서 또는 대표 연락처로 의사표시를 할 수 있다.
v-849,AI_Generated_Data,의사표시의 의제,"고객이 계약 해제 의사를 통보할 때, 회사가 정한 '본 계약 해제 요청'이라는 문구를 반드시 포함해야 한다.",고객의 의사표시(계약 해제) 내용에 상당한 이유 없이 특정 문구 사용이라는 엄격한 요건을 강제함.,약관법 제12조 제2호,고객은 계약 해제의 의사를 명확하게 전달할 수 있는 문구로 의사표시를 할 수 있다.
,,,,,,
v-850,AI_Generated_Data,의사표시의 의제,회사가 요금 인상 또는 서비스 중단 등 고객의 이익에 중대한 영향을 미치는 통지를 회사 웹사이트에 게시한 시점에 고객에게 도달된 것으로 본다.,고객의 이익에 중대한 영향을 미치는 의사표시를 상당한 이유 없이 개별 통보 없이 웹사이트 게시만으로 도달된 것으로 간주함.,약관법 제12조 제3호,"회사는 고객의 이익에 중대한 영향을 미치는 통지사항을 고객에게 전자우편, 문자메시지 등 개별적인 방법으로 도달되도록 해야 한다."
v-851,AI_Generated_Data,의사표시의 의제,회사가 고객에게 해지 통보 전자우편을 발송한 시점에 고객에게 도달된 것으로 간주한다.,고객의 수신 여부와 관계없이 상당한 이유 없이 발송 시점만을 기준으로 도달된 것으로 간주하여 고객에게 불이익을 줌.,약관법 제12조 제3호,"회사의 통지는 통상적으로 고객에게 도달할 수 있는 시점에 효력이 발생하며, 전자우편의 경우 고객이 수신함을 확인한 시점을 기준으로 한다."
v-852,AI_Generated_Data,의사표시의 의제,"고객이 최초 계약 시 등록한 연락처로 통지서를 발송하면, 고객의 연락처 변경 여부와 관계없이 고객에게 도달된 것으로 본다.",고객의 연락처 변경 통보 의무와 무관하게 상당한 이유 없이 오래된 연락처 발송만으로 도달된 것으로 간주하여 고객에게 불이익을 줌.,약관법 제12조 제3호,"고객의 이익에 중대한 영향을 미치는 통지사항은 가능한 한 고객의 최신 연락처로 발송해야 하며, 연락처 변경 미통보 시에도 통상적인 방법으로 도달 여부를 확인해야 한다."
v-853,AI_Generated_Data,의사표시의 의제,"회사가 고객에게 계약 해지 통보 문자메시지를 발송하면, 고객의 수신 여부와 관계없이 통보가 완료된 것으로 본다.",고객의 이익에 중대한 영향을 미치는 의사표시를 상당한 이유 없이 단순 문자메시지 발송만으로 도달된 것으로 간주함.,약관법 제12조 제3호,계약 해지 등 중대한 통지는 등기우편 또는 고객이 수신을 명확히 확인할 수 있는 전자적 수단을 통해 도달되도록 노력해야 한다.
v-854,AI_Generated_Data,의사표시의 의제,회사가 통지서를 발송하고 우편 발송일로부터 3일이 지나면 고객에게 도달된 것으로 본다.,실제 고객의 수령 여부와 관계없이 상당한 이유 없이 통상적인 발송 기간 경과만으로 도달된 것으로 간주함.,약관법 제12조 제3호,"회사의 통지는 고객에게 실제로 도달해야 효력이 발생하며, 우편 발송의 경우 고객의 수령 사실을 확인해야 한다."
v-855,AI_Generated_Data,의사표시의 의제,"고객의 서비스 이용이 중단될 경우, 회사는 홈페이지 공지사항에 게시하는 것으로 고객에게 통보한 것으로 본다.",서비스 이용 중단이라는 중대한 불이익을 상당한 이유 없이 개별 통보 없이 홈페이지 공지로 대체하여 도달된 것으로 간주함.,약관법 제12조 제3호,서비스 이용 중단 등 고객의 권리에 중대한 영향을 미치는 사항은 고객에게 개별적으로 통지해야 한다.
v-856,AI_Generated_Data,의사표시의 의제,"회사가 고객에게 계약 만료 통지를 위해 전화 연결을 3회 시도한 경우, 고객에게 통지된 것으로 본다.",통화 연결 실패 등 상당한 이유 없이 단순한 시도만으로 고객의 이익에 중대한 영향을 미치는 통지가 도달된 것으로 간주함.,약관법 제12조 제3호,"전화 연결에 실패할 경우, 회사는 전자우편, 우편 등 다른 방법을 병행하여 통지가 실제로 도달되도록 노력해야 한다."
v-857,AI_Generated_Data,의사표시의 의제,"회사가 약관을 변경할 경우, 약관 페이지의 업데이트 시점에 고객에게 통보된 것으로 본다.",상당한 이유 없이 개별 통보 없이 약관 페이지 업데이트만으로 고객에게 중대한 변경 사항이 도달된 것으로 간주함.,약관법 제12조 제3호,"약관 변경은 고객에게 불리한 경우 개별 통지해야 하며, 통지는 고객에게 도달되어 인지할 수 있도록 해야 한다."
